,Destination_link,Review,Sentiment Score
1866,124657,It is worth going on it.,4
1867,124657,"You need to be fit and mobile.  It is a full-on trip and many places are inaccessible if you have trouble walking. 
Apart from this it is a great introduction to the culture of India. February was an ideal time to go - warm and dry, day and night.",4
1882,132263,"All went well with the Tour and we had an excellent, experienced driver and local guides met us efficiently at each destination. We saw some amazing places and the hotels were mostly very good. The only thing was that we had wanted a small group tour...

            Show more",4
1894,209549,"We have travelled from Delhi to Agra with our three year old child. The driver was nice and drove us around for 3 days, in Agra and Delhi, the car was clean and comfortable, I don’t know if is possible to get car seat for kids, we didn’t get one. 
I...

            Show more",4
1925,81104,"Looked after well, recommended",4
1926,81104,"I just finished a trip to North India. After a rather frustrating searching for a tour company with the flexibility to meet our needs, we found GeTS Holidays. From our first contact with our GeTS representative, Catherine Wang, to the very last day of...

            Show more",4
1931,115754,"As I only had a week and wanted to see the main attractions in the India, I thought it will be a challenge for the company but they did it with ease.. With only one day in Delhi, I managed to see five main attractions, going from one to the other in the...

            Show more",4
1951,188577,"One of my friends has travelled with this tour company and we saw many temples and monuments and did some shopping in local market being a solo traveller from Canada i was bit nervous to join this tour after doing as private tour i felt very safe and...

            Show more",4
1965,191844,India is amazing this tour was ok.,4
1979,113716,It was a great experience to explore the beauty of india by opting a private tour. I enjoyed the tour and would love to recommend the tour,4
1985,113716,India has a lot to explore specially a heritage monuments. I have visited the northern India as it was my first trip to India. And my experience was really good. I would surely appreciate the efforts by the tour operator,4
2010,111998,"I recently did two tours with GeTS Holidays - one week in Kashmir, and one week in Ladakh. Overall I would recommend this company. They respond quickly and professionally to your inquiry. They are very accountable during the trip, with readily...

            Show more",4
2011,240262,The tour was well curated with amazing fort stay near Udaipur . It's an old fort & a treat for history lovers . Driver and guides were good . Enjoyed the trip .,4
2014,89395,"Overall great experience.
Our driver Mahindra was definitely the highlight of the tour, great driving skills, very kind and helpful.
The hotel were all generally quite nice, a part from a couple (the one in Agra was probably the worst, the ones in...

            Show more",4
2027,8366,"A good tour that went quite smoothly.  A couple of the hotels didn't have hot water which put a dampened on the...

            Show more",4
2031,157943,Find out other things you can do on this trip as you will have a lot of time in your hands,4
2041,229663,I have good experience,4
2043,229663,"The tour (especially the driver and the guides) was great.
The only thing is that in the original program the step wells between Agra and Jaipur were included and these just disappeared from the program unfortunately.",4
2053,88065,"Amazing in one word. Great destinations, lovely monuments,  perfect utilization of time and very good guides. The only thing bad was the food too spicy, don't be adventurous like us and tell the chef NO spices, not like us that be gentle. Gentle is also...

            Show more",4
2,129511,"A very good and enjoyable tour led by an excellent guide (Peter) whose quiet informative and often humorous style was a key plus for our holiday. Also excellent was the driver Maciek and his coach - a very smooth journey up and down fjords, mountains...

            Show more",4
7,129511,"On the go, but we enjoyed sumptuous buffet breakfasts and dinners, fjord fests, gushing waterfalls, historic stave churches plus courteous, obliging Norwegian people. I recommend this tour.",4
8,129511,"Found the guide to be very organized, on schedule and knowledgeable. He worked hard keeping everyone happy. I don’t see how anyone could of done better.
The hotels were overall pretty good. Food fantastic. Driver very good too.
Only thing I would...

            Show more",4
15,115430,"The trip was very well organized and the experience of the guide made the hikes very enjoyable and safe.

I really enjoyed the hikes and the trip but it would have been great to chose an alternative for the glacier hike.",4
28,226351,"We were very pleased with all the accommodations, and especially in Balestrand at the Kviknes Hotel. The views and the meals were superb. 
Our only concern was the train leaving  over 1 hour late from Oslo to Mrydal. Thankfully the Flam train was held...

            Show more",4
42,215535,"This was a great tour with a good value that allowed us to easily plan many days for an wonderful experience. Highlights: easy instructions, booking, and awesome hikes. 

Some areas of improvement: 
* Ideally would be good to know in advance whether we...

            Show more",4
47,215535,"After visiting a few times the most popular hiking regions in Europe we decided to explore further north and our natural choice fell to Norway. The area of this walking tour is within easy reach of Oslo. It was a bit pricey but nothing in Norway is...

            Show more",4
52,126471,"taking into account it was the first for that particular trip and out Leader had not been to all the paces before and was not Norwegian , she did a good job.",4
55,126471,"The trip was new and we were warned that there may be some hiccups.No hiccups, but the trip as it is, offers nothing more than can be done by travelling independently. The leader, Martina was great and did the best given the poor design of the...

            Show more",4
61,216971,overall a very good  tour with an excellent guide,4
104,83034,Director was very knowledgeable and prepared.  He didn't connect with some travelers,4
108,83034,"The trip was very good But Larae the tour director and guide was superb and it made the entire tour memorable She was extremely knowledgeable about all aspects - (economic political historical ) of the Scandinavian countries and I learnt a lot . She was...

            Show more",4
0,9376,Thank you for help making my honeymoon a memorable experience. Well done Travel Talk.,5
1,9376,Our guide really made the tour great. The destinations we visited were very interesting and educational. Overall was a great tour. Long drives but the perfect amount of stops on the way. Loved India,5
2,9376,"I really appreciate everything that Travel Talk has done to made my holiday as memorable, as can be. I will definitely make sure to book my next tour with Travel Talk again sincerely",5
4,9376,I really enjoyed me tour it was excellent. I meet great people and learn so much. I would definitely recommend this to anyone and recommend Travel Talk. The guide was excellent and the bus drivers would be great. Also the Travel Talk were great.,5
6,9376,"So many wonderful places visited in 8 days , well organized , great and knowledgeable guides , good accommodation , India is amazing .",5
7,9376,"This was my first time traveling with Travel Talk. I absolutely loved this tour.  From the moment I landed in Delhi, everything was efficient and well planned. 
Transfers to and from the airport were included. The intinerary was jam packed, but always...

            Show more",5
10,5505,"Ragu was one the best guides i ever had in all my tours. He gave great information and was very helpful in sorting out any extra needs you had. I would highly recommend this tour to anyone with limited time. Just plan at least one day in Delhi if you...

            Show more",5
11,5505,"GreT tour of a very small part of India! The tour and guide were great and we saw a lot. As a solo female traveler, I wanted to see the sights there, but was nervous. This is the only way I’d go there and it was perfect and I felt safe with the group.",5
12,5505,Great tour of a very small portion of India. Our guide Anu was awesome! I took a tour as a solo female traveler and was so glad I did. I wouldn’t have wanted to navigate all of that in my own and G Adventures took care of everything.,5
14,5505,"Jam packed days and nights experiencing the REAL INDIA , from the backstreets of Delhi to the mesmerising  Taj Mahal .

Abi , a wonderful story teller , took us back in time with his vast knowledge of local history and passion for his country .",5
15,5505,"An amazing journey that I thoroughly enjoyed on The Golden Triangle Tour. I loved learning about the culture and seeing such beautiful architecture and hearing the wonderful associated stories. The Kite festival was brilliant, our tour guide 'Manu' was...

            Show more",5
16,5505,"It was one of the best decisions we made to join a g adventures tour ,from start to finish everything was well organised. The guide Shaz was so helpful and knowledgable i it made the tour",5
17,5505,It was an awesome tour with a great CEO and super group of people! Would definitely recommend :),5
19,5505,"The whole experience was amazing, everything was well planned and ran smoothly. The guides were very informative and friendly. 
Our tour guide Gaurav was absolutely awesome and would recommend him to anyone.
Very well done",5
20,91447,It was a very good trip. Saw the best of India in just 11 days. Accommodations were excellent. The guides and driver were fantastic.,5
21,91447,"When we booked this tour we were nervous as this was our first time to India. This tour completely change our thoughts about India. Everyone was very welcoming and helpful. Our driver Giri and all guides were super amazing. We made new friends. I...

            Show more",5
23,91447,"Very good driver for just me, 1 person.
Good hotels.
Low price for 11 days.",5
24,91447,I booked this tour for my 25th anniversary and I couldn’t have asked for more. Itinerary was lovely. Tour guides were excellent. And all hotels were amazing. No better way to celebrate your anniversary.,5
25,91447,Just finished this wonderful tour. I must say services of Swastik India Journeys were excellent. Karni was always there to assist us. I highly recommend this tour if this is your first time to India. You’ll love it!!,5
28,91447,Wonderful itinerary.Best 11 days in India. Highly recommended.,5
29,91447,"It was a great experience, the tour provider provided what he said he would.  There was a lot of driving but we were warned about that, trip definitely worth it!",5
31,88881,The best trip ever!! Experienced many things in just 05 days. Huge thanks to Karni for organising everything so professionally.,5
32,88881,"Our tour had a mixture of highs and lows.
The high being our driver Pradeep. He was fantastic. He was a gentleman and attentive to our needs. We cannot fault him and HIGHLY recommend him.
The Taj Mahal and our accommodation in Jaipur were other...

            Show more",5
33,88881,"The tour was brilliant and well organised by the company. The drivers and tour guides were flexible in our requests and took us to the places we wanted to see. There was no pressure to see sights even though they were on our agenda. The company...

            Show more",5
35,88881,"we experienced the best tour ever in the golden triangle of India.  all the guides were perfect in every aspect, we also had the best driver in all of india for the whole tour.  everything was perfectly arranged down to the last detail.  really...

            Show more",5
36,88881,Our experience with Swastik India Journeys was amazing. We would definitely book with Swastik India again!!,5
38,88881,It was an excellent tour. Loved our time in India.,5
39,88881,Loved the trip. Saw some amazing places and met some interesting people.,5
40,110498,"Our driver for the entire tour, Ram, was fantastic and we really enjoyed his humour and company throughout the 5 days. Food locations were also good and clean. Our guides in Delhi, Shiva - and in Agra, Amit - were pleasant and informative. Our guide in...

            Show more",5
41,110498,"Superb Trip , Superb Guides and above all my driver through out the trip . 
Thank you team",5
42,110498,Very friendly staff. Everything was planned and organized to the minute. I really enjoyed this tour and all I learned from my guides.,5
43,110498,"The tour was well organized. We were very happy, that our driver was always on time, the car was spacious and clean and the hotels were better than expected. Very good food and clean.
Two out of four local tour guides got us into conversations and",5
45,110498,"I started this tour directly when I came to Delhi. It was great to get adjusted and to visit all the important monuments in just a few days. 
My driver and tour guides where very nice, taking good care of me and adjust short term for example because of...

            Show more",5
46,110498,"We did this 5 day tour at the beginning of our India journey and it was perfect. Very well organized, planned and executed. Everyone was very friendly, knowledgeable and helpful - especially our personal driver Mahendra Singh. 
The only thing we...

            Show more",5
47,110498,"We had a great time during this trip . Special thanks to the members of this company who made this trip really great . Good hotels , good guides & overall a good coordination .",5
48,110498,"We had a memorable trip that was arranged as per our request including sunset and sunrise view of Taj Mahal. Our trip planner, Mr. Arun From K K Holidays was very helpful and easily reachable. Would definitely recommend this company for an Incredible...

            Show more",5
49,110498,K K holidays and their guides / drivers were all great to work with. I spent a great time on this tour. It was a great experience. Really appreciated the services.,5
50,113375,"Just returned from my trip to India and I can only say “Thank you World Travel Experiences for making my trip so memorable!” From the moment I booked, I felt great support from the company. Everyone -- from their booking agents to the tour guides,...

            Show more",5
55,113375,"I spent time almost a month in 5 cities in India with this tour. They allowed me to customized the plan and the places I wanted to visit to suit my requirement. All the staff, the driver, and local guides are good and helpful. I would recommend World...

            Show more",5
56,113375,"We travelled with WTX by car between Delhi, Jaipur, Agra and Varanasi. The package was arranged by Anil and even included transport to the event (October). Our driver was excellent plus there were guides arranged to show us around and explain in detail...

            Show more",5
58,113375,"Our driver Mukesh was the absolute best!! he kept us safe, took us to places we wanted to visit and was always ready on a moments notice.",5
59,113375,"We spent 8 days in Delhi, Jaipur, Agra and Varanasi. From the outset, people who have gone through world travel experiences around have been incredibly helpful and friendly. Me and Wife traveled with our children. And all our accommodations were perfect...

            Show more",5
60,98622,The driver was exceptional. The hotels were acceptable at best.,5
61,98622,"This tour was great and met my needs perfectly. VIKRIM Singh, my driver was exceptional. He's an excellent driver and he really looked out for my well being. Amit Kumar was great at keeping me informed, answering questions and checking in with me during...

            Show more",5
62,98622,We had a great trip! Packed a lot in. We appreciated how we were able to modify the itinerary a bit to fit our desires. This was a lot of fun and I would definitely recommend it!,5
63,98622,"It was a great tour of the Golden Triangle with Yolo India.
Good itinerary and great service",5
65,98622,"From the moment we were picked up from the airport until the last day of our tour, this company is the most professional we have ever used. Each day was planned out with such care and every place we visited was full of unique experiences. Hotels...

            Show more",5
66,98622,"The whole experience was amazing, just finished this tour and i was surprised how well organised everything was, i got to see many beautiful places. Loved all the activities  home cooked meal, meeting local family, Sunrise Taj mahal and rural village...

            Show more",5
67,98622,"We were so happy to book our first trip to India with Yolo India Tours. Everything was taken care of and we had absolutely nothing to worry about. All the hotels were comfortable and clean. The stay at haveli in Jaipur was an experience of lifetime....

            Show more",5
68,98622,"We really couldn’t have asked for more. Tourradar made finding the right tour very easy. We relied on the reviews to make our choice and we weren’t disappointed. The communication was excellent. Everything about this tour gets a 5 star rating from us,...

            Show more",5
71,116073,"We (group of 5)had arranged for a tour of Ranthambore and Jaipur through World Travel Experiences. Had a great time and will cherish the memories for lifetime. Mr. Rituraj of World Travel Experiences was extremely helpful in finalizing the itinerary for...

            Show more",5
72,116073,Our driver Pravin Monu made our trip.He is a excellent driver and speaks very good English. Monu made sure we saw all the places listed on our program and looked after our safety.,5
73,116073,The tour guide that I had in Agra named Ali was the best tour guide I have ever had. And being in India it was nice to have a safe and conscientious driver Mr. Singh.,5
74,116073,"This tour was absolutely amazing!  The guide on the first day, took us to a handmade rug factory and jeweler, which was not on the list so we did not get to see the New Delhi, but otherwise he was very kind and showed us the Mosque, old Delhi and...

            Show more",5
75,116073,"Fantastic. The tour, car, meals, the guides, the suggestions, all demostrate the experience of this enterprice.",5
78,116073,"It was a fantastic experience, the guides and driver were excellent. I recommend this service",5
80,5518,The tour was truly amazing! I loved every minute of it.,5
83,5518,Very fast paced but perfect for seeing everything I wanted to see in such a short amount of time. Had a good balance between organised time and doing your own thing. Got to experience a lot of the local transport. Very well organised,5
84,5518,"Bucket list trip! Well organized, felt extremely safe and its truly incredible how much we were able to see! Highly recommend!!",5
85,5518,Fantastic trip. Highly recommend. Quite fast paced and suited to a younger crowd.,5
86,5518,"Fantastic tour. It was great that all transportation and accommodation was included. Thanks to this we could safe our energy for truly immersing into the experience. Lipika was an amazing CEO. Organized, fun, flexible, knowledgeable. Definitely a great...

            Show more",5
87,5518,The tour was fantastic! I learnt so much with some great people,5
88,5518,"An amazing experience, our guide was great and I would definitely book a tour with g adventures again!",5
89,5518,I really love it. The way we did it like locals. Using tuks tuks train and etc.,5
90,127990,"If you're looking for an informative tour with lots packed in over a short space of time, look no further! There are so many sites to see in these three cities, and the guides were very accommodating when I wanted to alter the itinerary. My driver,...

            Show more",5
91,127990,"The golden triangle tour was an amazing and memorable experience for me as a solo woman traveler in India. If you want your trip to be arranged in a way you want with no worries, then this the tour! Looking forward to travel again with them.",5
92,127990,"The tour allowed maximal use of our time to see this beautiful part of the world. A couple of days, the tour offered more than we could do and the driver and guides were very flexible in letting us choose our experiences. The knowledge of the guides...

            Show more",5
93,127990,"The trip was perfectly organized, completely flexible so that we could adapt the trip to our own wish. Driver and guides were always friendly, helpful and give us all information we need. We will recommend everyone to travel with this agency.",5
94,127990,"Our Golden triangle trip was outstanding, amazing, very informative and very well organized. Our tour guides did outstanding job in this tour. They were very knowledgeable. They made our tour so memorable. Our vehicle was so comfortable and it was in...

            Show more",5
95,127990,This trip has exceeded our expectations in every way. Our driver has delivered us safely to each of our destinations and has done it with a smile. He was always on time. Our guides have been very good with good English.,5
97,127990,"Awesome journey exceeded all of my expectations and covered a lot of ground.
Initially, all I wanted to do was see the Taj Mahal, but when I learned about this tour, I decided to take a chance and learn more.
The tour guides were delightful and...

            Show more",5
98,127990,"Excellent programme, excellents chauffeur and guides. It was easy to book for this progarm by internet and then to extend for one day in Delhi when we arrive. The choice of the guide in Delhi was really good.",5
99,127990,"I highly advise taking this tour!
Our every need was catered to, with the same excellent driver taking us to all the cities and a very comfy vehicle for the lengthy travels.
The tour guides were knowledgeable natives with a fantastic sense of humour in...

            Show more",5
100,62422,our tuor guide A Jay Shing was the best we had and we have been traveling the world,5
102,62422,Exellent..!  Guide was knowledgable and really good hotels,5
104,62422,"Amazing adventure, our tour leader was great.",5
105,62422,"Maddy the guide was excellent. The trip was great, although could have done with a day less in Varanasi and a day extra in Agra, but all in all would highly recommend it. It's full on - if it's your first time in India (or even if not!) prepare to be...

            Show more",5
106,62422,"Great tour of North India, enjoyed all the experiences even the train journey’s
We had an excellent guide and I enjoyed being art of a team.",5
111,1780,One of the best tours i have ever done . Excellent knowledge guide who was passionate about his job and his desire to share his culture and heritage with the group.,5
114,1780,We most enjoyed the opportunities afforded us for cultural experiences.  Our guide was excellent and insured we got the fullest experience possible,5
115,1780,Our guide not only took away all the stress in trying to travel to a very foreign country but he also shared a huge amount of interesting information with our group.,5
116,1780,As an intoduction to India it exceeded all my expectations,5
117,1780,"Maddy was a fantadtic tour leader, vwry knowledgable about india, culture, specific monuments. Happy to answer all questions and interacted with the whole group with friendlimess and good humour.",5
119,1780,Intrepid always ensures a smooth travel experience. The trip was very well organised.,5
120,193290,"MTA was a phenomenal company, and saw to my every request. As I traveled privately during a surge in the pandemic, there was added stress related with social distancing and testing, but MTA assisted me with finding test sites, transportation, and safe...

            Show more",5
121,193290,"The trip was incredible. Our travel company organised a wonderful trip. 
All of the guides and pick ups were on time and first class. The food was also very delicious in every city. I would like to go once again with this travel company.",5
122,193290,"I travelled to ladakh last year with Mta Destinations and had a wonderful experience throughout the tour. The tour was very well operated with all the safety precautions , the anemities provided were all very good .

Thank you Mta 
Hope to travel...

            Show more",5
123,2580,"The tour was supremely well organised and the historic places we went to were beautiful. The programme was varied, and included a walk through a village and a visit to a rural school. I was surprised and delighted by two of the hotels being heritage...

            Show more",5
125,2580,"This was a well paced tour, expertly guided by an awesome individual. I will definitely visit India again.",5
126,2580,Great tour and holiday giving wonderful appreciation of the vastly varied Culture of India.,5
127,2580,"Have just returned from this Taj/Holi tour, and need to say how wonderful it was. Sat, our tour leader was fantastic, our bus driver Goldy was excellent, and Manjeet was very helpful. I will definitely return to India. A beautiful place. So pleased I...

            Show more",5
128,2580,"This is my second on the go tour to India , loved every minute , places and guides were great. As a solo traveller I have no hesitation in recommending OTG to anyone",5
131,105050,"We (6 people) organised a 16 days trip in India with Bout India, travelling between Chennai and Kochi. Bout India was very reactive and answered very quickly when we asked some modifications.
Bout India followed us along our trip sending messages...

            Show more",5
133,105050,"My tour started and ended in Cochin. BoutIndia Tours were very professional in every way. The driver/guide Nauful was always proficient, polite and careful. His driving was excellent. The variety of places visited and the activities provided were...

            Show more",5
135,105050,"""Himanshu was brilliant, nothing was too much trouble, we contacted him a few times during the trip with questions and got reply’s very quickly. Our driver Sajan was great too always on time, very safe driver and very helpful Every resort was wonderful,...

            Show more",5
138,115980,"World Travel Experiences were amazing. Their service was outstanding from airport pick-up until the end of my tour. I didn't have to worry about anything, it was all taken care of. The various guides were all very knowledgeable and made the sightseeing...

            Show more",5
140,115980,"We are 4 friends visited India with World Travel Experiences for a 7 days golden triangle tour of India. World Travel Experiences has created a wonderful journey through which we have traveled north of india cities delhi jaipur and agra. Highlights of...

            Show more",5
141,115980,"We, 4 people with a family, visited Incredible Golden Triangle for 7 days Delhi Agra and Jaipur tour in September of this year. It was a pleasure to work with World Travel Experiences. Everyone, including guides, driver and Rituraj, has worked hard to...

            Show more",5
142,115980,"We chose world travel experiences based on reviews and we were not disappointed. We were met at the airport and from then on, we were in the hands of a terrific driver malik and knowledgeable and personable guides at each stop. The company was flexible...

            Show more",5
143,115980,"This trip was AMAZING. The pick-up/drop-off at the hotel, drive to Agra, Jaipur and Delhi was a my trip for a life time and tour guides were perfect. The sites were breathtaking and knowledge of the guide was excellent. My driver and guide were very...

            Show more",5
144,115980,"Must admit, World travel Experiences have done an excellent job, while making the itinerary for India for us. Though I was nervous at first, but these guys have done a fabulous job, taking care of all our needs. The hotels chosen were great, and the...

            Show more",5
145,115980,"World Travel experiences a big round of applause for arranging a great tour for us. Everything was taken cared off so well, and so efficiently. From transport to the hotels, optional activities and ofcourse our guide, Excellent! Really appreciate your...

            Show more",5
148,4199,G was an amazing guide. He went above and beyond in every instance to ensure that EVERY passenger was catered for. A wonderful tour with heaps to see and do. The Taj Mahal was my absolute favourite - a dream come true.,5
149,4199,Great itinerary- good use of 8 days.,5
150,4199,"I want to commend our guide Akanksha. She was pulled off her holiday to cover an emergency with our original guide. She was suppose to be going home and relaxing, but joined our tour at the last minute and was a caring, competent and flexible guide who...

            Show more",5
151,4199,"Great itinerary, great people and fantastic tour leader (Akanksha Tanwar).",5
152,4199,"I had a fantastic experience on my Intrepid tour. No need to worry about accommodation and transport and all the included/optional activities are excellent. My tour leader was wonderful - professional, informative and caring. I felt very safe with her...

            Show more",5
153,4199,I thought this trip was excellent and was managed extremely well.,5
154,4199,Konika was an amazing guide and India has incredible culture that everyone should experience,5
156,3570,An amazing life changing experience with wonderful memories,5
159,3570,Great fun tour. Knowledgeable friendly guide who went many extra miles for the group. Great guy. Some lovely hotels and wonderful experiences.,5
160,3570,"Marvelous holiday, we got to see tigers and one of the wonders of the world!",5
161,98630,"Loved this trip. I felt safe and well taken care of. The tour was perfect insight into India. The highlight of the tour was Taj Mahal and Tiger sighting. The tour wouldn't have been the same without the amazing team Mahesh our driver and guides....

            Show more",5
162,98630,"Dealing with Tour Radar has been extremely positive from beginning to end. Websites are easy to navigate, questions are answered promptly, payments are processed precisely when I was told they would be (with a reminder that the were happening) and most...

            Show more",5
163,98630,"One of my mother's dream was to visit India. We had great time exploring Delhi, Agra, Ranthambore and Jaipur. Everything was perfect. Every detail was taken care off. We had the best driver in India, Subhash, he drove us for entire 8 days. His driving...

            Show more",5
164,98630,"The trip was absolutely amazing experience. you get to experience true beauty of India. The tour almost covered everything to do in the cities and some great local experience like walking tours, local home visit for cultural experience. Our driver...

            Show more",5
165,98630,"The tour allows you to see lot of India in short time and gives you a great start to the country. The itinerary was very varied. Our driver was always happy, cheerful as well as professional. All the hotels were nice with a great variety of breakfast...

            Show more",5
166,98630,"This tour was absolutely fantastic. I was picked up from airport at 1 am without any problem. I enjoyed my stay in all the hotels specially the heritage hotel in Jaipur. All the guides were friendly and knowledgeable. My driver Mukesh was very...

            Show more",5
167,98630,"Truly excellent and well organized tour by Yolo India Tours, and well worth the price paid. This was my first trip to India with my family  Our favorite experiences were visiting Taj Mahal , Old Delhi heritage tour, National park Tiger sighting and...

            Show more",5
168,98630,"Great introduction of India. It was the first solo tour i have ever done and it couldn't have been any better. My driver Mukesh was top notch. He was not just only a driver but a good friend. All the guides made me feel very safe and i didn't have to...

            Show more",5
169,98630,"Everything about this trip was amazing. The tour included enough to have gotten the full experience and great value for money. Great balance between sight seeing and free time. The food was excellent at every destination. All the hotels were great but...

            Show more",5
170,98630,"Best tour I have been on. You’re so well looked after from start to finish. All the guides were knowledgeable and friendly. Special thanks to my driver Bhuwan he was always on time and smiling. Staying in a heritage hotel was a great experience. I...

            Show more",5
171,3569,The tour was excellent!!,5
172,3569,"We had a marvellous time.
THe hotels did not have central heating but we were provided with a floor heater.
Although we gave money for the kitty for porters, drivers, waiters etc they acted and waited for more tips.",5
174,3569,The itinerary was run at just the right tempo. Yusuf was extremely personable and his knowledge of not only the sites but of social history was fascinating to hear. An amazing time!,5
175,3569,Yosef was able to answer questions we had and was also ver accommodating,5
176,3569,"Vansh was an amazing guide. He was extremely knowledgeable about all the stops on the tour and about Indian history in general. He went out of his way to ensure that we all had a wonderful time. He is a kind man. He has a warm nature and a great sense...

            Show more",5
177,3569,"The tour was great and our guide Sat was an amazing tour guide. The highlights for myself was the Taj Mahal, riding an elephant (which was not part of our tour but after I told Sat that I wanted to do that, he made some calls and arranged it for us) and...

            Show more",5
178,3569,"Perhaps the best tour guide we have ever had.
No nasty early starts, well paced and organised, got to see some lovely places.",5
179,3569,"Mahindra Soni was an excellent guide.  He pulled the tour together and we had the most amazing time.  Mahindra was very informative and would have to be one of the best tour guides we have travelled with.  I would recommend Mahindra to any of my fellow...

            Show more",5
180,3569,"This was an amazing itinerary packed full of temples, forts, palace visits - great if you are on a tight timeframe but want to see the highlights of India and get the most out of your 8 days. While it was hot, it was definitely quieter at the key...

            Show more",5
181,125698,Overall this is a fantastic tour and WTX are excellent hosts.,5
183,125698,"Fantastic tour, well planned, good choice of tour guides and fantastic accommodation.",5
184,125698,"Very good, driver (Ramesh) was excellent and prior to the tour we were able to reshuffle some of the days and activities and timings, so lots of flexibility to make the tour our own, which we really appreciated. Thanks!!",5
185,125698,"Excellent trip!
Thoroughly enjoyed the trip and the value for money is incredible.
Our driver, Aman was friendly, professional and safe.
Regular communication from Prakash was brilliant and any questions or problems he was always on hand to help....

            Show more",5
186,125698,"This experience was absolutely phenomenal. I really enjoyed Ranthambore! I did get two see two tigers, and a lepoard, sloth bears, some really exotic birds..The transfers were easy and the guides were friendly and caring. The only thing I warn is that,...

            Show more",5
187,125698,"My 2nd trip to India with World travel Experiences. These guys are so good at all the arrangements. They consider and understand what the clients need, and make customizations in the itinerary. I've always appreciated their hard work and the attention...

            Show more",5
189,125698,"All over experience was wonderful.. it’s really worth it. All credit goes to my tour manager. Thank you so much Team WTX! :)

I have recently been to taken a trip[ to the Golden Triangle with Goa with WTX. Below is the feedback :
The arrangement on the...

            Show more",5
192,131887,"World Travel Experiences is the best travel agency, they will hear exactly what you want and expect from your trip. WTX chose the best places, hotel rooms, restaurants, and people to travel with; according to the expectations and wishes we had. They...

            Show more",5
193,131887,"We went to India last November and did India Guided Tours with WTX, visiting Delhi, Jaipur, Fatehpur Sikri, Agra, Orchha, Khajuraho and Varanassi.

The experience with them was fantastic, from the beginning to the end of the trip.

The treatment...

            Show more",5
194,131887,"We are 3 friends visited India for a wonderful personalized tour golden triangle with Varanasi Khajuraho of India with World Travel Experiences. From the beginning to end, we were taken care of with the greatest professionalism. I am surprised that any...

            Show more",5
196,131887,"We are very happy with the Golden Triangle with Varanasi tour. It was very very organised and we felt that we were really well looked after. The tour organiser was available at all times for us to contact regarding any problem. I would definitely...

            Show more",5
197,131887,"World Travel Experiences organized an incredible tour for us 4 people. Everything from start to finish was impeccable, our representatives, guides and driver stood out from the moment we started on Jan 2019. We visited Delhi, Jaipur, Agra, Khajuraho and...

            Show more",5
198,131887,"We had a fantastic tour in Amritsar, Varanasi, Khajuraho and Jaipur, Delhi and Agra. The Golden Temple surpassed all our expectations - such a relaxing place to walk around with a lovely atmosphere. It was great to be able to see the mega kitchens and...

            Show more",5
199,131887,"After two weeks in India and with World Travel Experiences I  visited many of the typical tourist places. We thoroughly enjoyed the trip. We spend a wonderful time with our guide Rajeev. He was a very pleasant, welcoming and informative guide. He...

            Show more",5
200,131887,"We thoroughly enjoyed our tour of the Taj Mahal in Agra, what a beauty in all it is. Our guide, Rajeev, was very knowledgeable and helped us navigate to get the best photos. Our group consisted of 5 women and our safety was the teams utmost priority....

            Show more",5
203,125836,"Great guide who was always smiling, very punctual and helpful when we had a problem.
We saw everything we expected to see and the tour was very well organized.
Hotels were of good standard.",5
204,125836,Traveled in January this year with World travel experiences team. Just one word that I can say is Awesome team work and great itinerary. Will recommend to other travelers coming to India too.,5
206,125836,"My girlfriend and I had an amazing experience traveling with ""World Travel Experiences"" (WTX India). We wanted to visit the Golden Triangle area and Kerala in June. ""WTX"" created the perfect tour package and were very easy to communicate with.",5
207,125836,"We just returned from an amazing week in India.  World Travel Experiences planned an amazing week for us.  They coordinated very well with us and kept in mind all the minor details that we had asked for. Accommodations were all great and the itinerary...

            Show more",5
208,125836,"Their (World Travel Experiences) expertise and assistance made my family's 15-day trip to India a wonderful one.  The planning of every detail from transportation, lodging, tours, to the location was done to perfection and there was not one misstep...

            Show more",5
210,125836,"We have done the Kerala tour with World Travel Experiences in August 2018. It was an excellent experience with a well planned itinerary and excellent tour manager Mr Rituraj. The entire tour was conducted smoothly and efficiently with lots of attention...

            Show more",5
212,98625,"It was a unbelievable experience!
It was a dream come true coming to India.
A country that’s so beautiful with history,people,food,a must in your life place to visit.
Thank you to all staff from yolo india tours,from management,guides and the amazing...

            Show more",5
213,98625,Our trip to India was just incredible. We had the best time. Highly recommend this tour.,5
214,98625,"I had a great time on the tour.  The accommodations were lovely, the drivers were kind and punctual, and our guides informative.  I would book again!",5
216,98625,"We had an amazing experience touring Golden Triangle with varanasi thanks to Amit and Yolo India Tours. From the very beginning to the end our entire tour was professionally organized. Amit was answering all our questions immediately. The choice of...

            Show more",5
217,98625,"Amazing, I really enjoyed every part of it.  The company and guides made everything so easy and we did not have to worry about anything. The activities and accommodation was amazing. Very good value for money. Would 100 % recommend.",5
218,98625,"Very good tour! We were very pleased. Communication was excellent which made us very happy and easily able to trust that we were in good hands. Our driver Mr. Sheshpal was AWESOME! He knew lots of information and ended as a guide when we didn't have the...

            Show more",5
219,98625,"I am very happy with my trip to India. Yolo India Tours did a great job of providing services throughout the tour. India is full of adventure and so different from anyplace else i have been the whole experience was great. Obviously anyone would love the...

            Show more",5
