,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
321,In-depth Cultural,India's Golden Triangle Tour with Golden Temple - Amritsar," New Delhi, Agra, Jaipur, Amritsar ", 15 to 90 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,8 days,861,185266
322,Food & Culinary,India Real Food Adventure," New Delhi, Agra, Jaipur, Bijaipur, Udaipur, Mumbai, Goa ", 15 to 99 ,"Family, Group, Fully Guided, Explorer, Christmas & New Year+3 more",Intrepid Travel,15 days,"2,216",50985
323,Explorer,Golden Triangle with Haridwar & Rishikesh," New Delhi, Agra, Jaipur, Haridwar, Rishikesh ", 1 to 90 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",Raj Tour & Travel,8 days,585,132076
324,In-depth Cultural,Luxury Golden Triangle Tour with Jodhpur and Udaipur," New Delhi, Agra, Jaipur, Jodhpur, Udaipur ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,9 days,"1,557",81103
325,In-depth Cultural,Explore Golden Triangle With Goa -  10 Days," New Delhi, Agra, Jaipur, Goa ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,861,193340
326,In-depth Cultural,Golden Triangle Tour With Mumbai - 8 Days," New Delhi, Agra, Jaipur, Mumbai ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,8 days,861,186595
327,"Health, Spa & Wellness",Yoga & Meditation with India Golden Triangle Tour," New Delhi, Haridwar, Rishikesh, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Explorer, Christmas & New Year+3 more",Amazing India Tours,11 days,"1,537",190766
328,In-depth Cultural,India Heritage Golden Triangle - 8 Days," New Delhi, Jaipur, Karauli, Agra ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,8 days,983,193328
329,Explorer,India's Golden Triangle Tour with Kolkata 9 Days," New Delhi, Agra, Jaipur, Kolkata (Calcutta) ", 15 to 100 ,"Family, Photography, Fully Guided, Christmas & New Year+2 more",Amazing India Tours,9 days,861,204225
330,Explorer,Exciting Mumbai with Relaxing Goa," Mumbai, Goa ", 1 to 80 ,"Family, Private, Partially Guided, In-depth Cultural, Christmas & New Year+3 more",GeTS Holidays,6 days,437,82046
331,In-depth Cultural,Luxury Golden Triangle Tour with Varanasi," New Delhi, Agra, Jaipur, Varanasi ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,8 days,"1,048",81217
332,Active Adventure,The Best of Leh Ladakh : The Land of High Passes," Leh, Nubra Valley, Pangong Tso Lake ", 5 to 85 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Swastik India Journeys,6 days,548,220698
333,Explorer,"Rajasthan - Udaipur, Jodhpur & Jaisalmer (A Budget Friendly Tour)"," Udaipur, Jodhpur, Jaisalmer ", 5 to 95 ,"Family, Private, Independent, Group, Christmas & New Year+3 more",MTA Destination Experts,6 days,168,226499
334,In-depth Cultural,Golden Triangle Tour 5 Days  - Get Experience of Culture and Heritage," New Delhi, Agra, Jaipur ", 18 to 80 ,"Family, Custom, Private, Fully Guided, Christmas & New Year+2 more",Divyan Holidays,5 days,450,111018
335,In-depth Cultural,India's Best Golden Triangle Tour - 7 Days," New Delhi, Agra, Jaipur ", 15 to 99 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,7 days,615,188496
336,In-depth Cultural,Super Saver: India Golden Triangle Tour - 6 Days," New Delhi, Agra, Jaipur ", 15 to 90 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,6 days,357,191150
337,Festival & Events,Glory Of  Golden Triangle Tour With Varanasi," New Delhi, Jaipur, Agra, Varanasi ", 15 to 85 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Fragrance of Taj,8 days,523,117848
338,In-depth Cultural,Royal Rajasthan with Romantic Stay at Island," New Delhi, Agra, Jaipur, Jodhpur, Udaipur ", 1 to 90 ,"Family, Romantic, Private, Fully Guided, Explorer, Christmas & New Year+3 more",Swastik India Journeys,9 days,665,163819
339,In-depth Cultural,Indian Golden Triangle," New Delhi, Agra, Jaipur ", 18 to 75 ,"Private, Partially Guided, Historical, Christmas & New Year+2 more",Ghum India Ghum,5 days,349,111929
340,In-depth Cultural,Maharajas & Sadhus - Rajasthan with Varanasi !," New Delhi, Udaipur, Ranakpur, Jodhpur, Jaipur, Abhaneri, Fatehpur Sikri, Agra, Varanasi+1 more", 5 to 90 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",MTA Destination Experts,10 days,685,136046
341,In-depth Cultural,Rajasthan Adventure," New Delhi, Agra, Keoladeo National Park, Jaipur, Shekhawati, Bikaner, Jaisalmer, Jodhpur+1 more", 15 to 99 ,"Family, Group, Fully Guided, Christmas & New Year+2 more",Intrepid Travel,11 days,"1,290",1631
342,In-depth Cultural,Super Saver: India Golden Triangle Tour," New Delhi, Agra, Jaipur ", 15 to 90 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,5 days,307,191143
343,Explorer,Best India Golden Triangle With Tiger Tour (ALL INCLUSIVE)," New Delhi, Agra, Ranthambore National Park, Jaipur ", 15 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Amazing India Tours,9 days,830,226978
344,In-depth Cultural,Exotic India Golden Triangle Tour - 6," New Delhi, Agra, Jaipur ", 15 to 99 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,6 days,430,210827
345,Active Adventure,The Best of Kashmir & Ladakh," Srinagar, Gulmarg, Kargil, Leh, Nubra Valley, Turtuk, Pangong Tso Lake ", 5 to 84 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Swastik India Journeys,10 days,980,229393
346,In-depth Cultural,"Golden Triangle Tour with Varanasi, flight included"," New Delhi, Jaipur, Agra, Varanasi ", 2 to 90 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Payless tours india,8 days,842,176071
347,In-depth Cultural,Private Golden Triangle Tour with Royal Rajasthan," New Delhi, Agra, Jaipur, Jodhpur, Udaipur, Pushkar ", 1 to 90 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",Raj Tour & Travel,11 days,683,132486
348,In-depth Cultural,6 Days Golden Triangle With Temple Tour from Delhi," New Delhi, Mathura, Agra, Jaipur ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Raj Tour & Travel,6 days,405,125843
349,In-depth Cultural,Golden Triangle Tour with Mandawa," New Delhi, Agra, Jaipur, Mandawa ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,7 days,589,81274
350,In-depth Cultural,Luxury Golden Triangle Tour with Goa," New Delhi, Agra, Jaipur, Goa ", 1 to 80 ,"Family, Custom, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,10 days,"1,463",81073
351,In-depth Cultural,"10- Day Colours of India Tour:  Heritage, Slow-Cooked Food, Ayurvedic Massages, Folk Music and Dances"," Jaipur, Kishangarh, Khimsar, Jodhpur ", 7 to 80 ,"Family, Private, Fully Guided, Explorer, Christmas & New Year+3 more",IHCT Heritage & Adventure  Tours,10 days,"1,500",118656
352,In-depth Cultural,"Luxury Golden Triangle Tour with Orchha, Khajuraho and Varanasi"," New Delhi, Jaipur, Agra, Orchha, Khajuraho, Varanasi ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,11 days,"1,302",81381
353,Explorer,Luxury Golden Triangle Tour with Ranthambore," New Delhi, Agra, Ranthambore National Park, Jaipur ", 1 to 80 ,"Family, Safari, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,8 days,"1,144",81275
354,Active Adventure,Rustic Rajasthan With Taj Mahal & Wildlife," New Delhi, Jaipur, Jodhpur, Udaipur, Ranthambore National Park, Agra ", 10 to 80 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",K K Holidays N Vacations ,10 days,"1,100",158975
355,In-depth Cultural,India's Golden Triangle," New Delhi, Agra, Fatehpur Sikri, Jaipur ", 16 to 85 ,"Family, Group, Fully Guided, Explorer, Sightseeing+3 more",Explore!,8 days,950,124657
356,Explorer,6 Days Golden Triangle Tour," New Delhi, Agra, Jaipur ", 18 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Creative India Holidays,6 days,441,204101
357,Explorer,Best India Golden Triangle Tour - ALL INCLUSIVE," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Amazing India Tours,6 days,541,227195
358,Explorer,Best India Golden Triangle Tour (ALL INCLUSIVE)," New Delhi, Jaipur, Agra ", 15 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Amazing India Tours,7 days,602,226977
359,In-depth Cultural,Royal Rajasthan Tours With Fort and Palace (Romantic Rajasthan)," New Delhi, Mandawa, Bikaner, Jaisalmer, Jodhpur, Udaipur, Pushkar, Jaipur, Fatehpur Sikri, Agra+2 more", 2 to 85 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",World Travel Experiences,16 days,"1,175",132263
360,Wildlife,Exciting Wildlife Safari Tour in India," New Delhi, Bandhavgarh National Park, Kanha National Park, Pench National Park, Mumbai+2 more", 1 to 80 ,"Active Adventure, Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,10 days,"1,549",111995
361,In-depth Cultural,"Super Saver Golden Triangle Tour with Orchha, Khajuraho and Varanasi"," New Delhi, Jaipur, Agra, Orchha, Khajuraho, Varanasi ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,11 days,"1,185",81383
362,In-depth Cultural,Kerala the Beauty of India," Kochi (Cochin), Munnar, Periyar National Park, Alleppey ", 1 to 99 ,"Family, Private, Group, Partially Guided, Explorer, Christmas & New Year+3 more",Taj Holidays,6 days,"1,032",158181
363,In-depth Cultural,10 Days - Golden Triangle Tour with Varanasi with 3star premium," New Delhi, Jaipur, Agra, Varanasi ", 6 to 85 ,"Family, Group, Partially Guided, Christmas & New Year+2 more",Ghum India Ghum,10 days,520,154245
364,In-depth Cultural,Charming Rajasthan & Mumbai - Tailor Made Journey with Boutique Hotels (All Inclusive )," New Delhi, Agra, Fatehpur Sikri, Abhaneri, Jaipur, Chittorgarh, Udaipur, Mumbai ", 5 to 90 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",MTA Destination Experts,9 days,673,200860
365,Explorer,"Explore - The Best of Nainital, Corbett & Mussoorie !! (A Budget Friendly Tour)"," New Delhi, Nainital, Jim Corbett National Park, Mussoorie ", 5 to 95 ,"Family, Private, Independent, Group, Christmas & New Year+3 more",MTA Destination Experts,6 days,434,226321
366,Explorer,India by Car and Driver - Delhi | Agra | Jaipur | Varanasi !!," New Delhi, Agra, Fatehpur Sikri, Abhaneri, Jaipur, Varanasi ", 5 to 90 ,"Family, Private, Christmas & New Year+1 more",MTA Destination Experts,7 days,227,209549
367,Safari,Golden Triangle & Tiger Safari  With 4 Star Hotels !!," New Delhi, Jaipur, Ranthambore National Park, Fatehpur Sikri, Agra, Vrindavan ", 6 to 95 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",MTA Destination Experts,8 days,"1,404",235016
368,In-depth Cultural,Golden Triangle Tour - Get Amazing Experience in 3 heritage cities," New Delhi, Agra, Jaipur ", 10 to 90 ,"Family, Private, Partially Guided, Sightseeing, Historical, Christmas & New Year+4 more",ITS holidays,5 days,350,132265
369,In-depth Cultural,Golden Triangle with Mumbai," New Delhi, Agra, Jaipur, Mumbai ", 1 to 90 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,8 days,851,98580
370,In-depth Cultural,"India's Best seller 5 Days Golden Triangle - Delhi, Agra & Jaipur With Dinner"," New Delhi, Agra, Fatehpur Sikri, Jaipur ", 5 to 99 ,"Family, Group, Partially Guided, Historical, Christmas & New Year+3 more",Varanasi Excursion Pvt Ltd,5 days,392,135121
371,In-depth Cultural,8Days Indian Golden Triangle with Varanasi with 4star stay," New Delhi, Agra, Jaipur, Varanasi ", 18 to 75 ,"Group, Partially Guided, Historical, Christmas & New Year+2 more",Ghum India Ghum,8 days,550,128002
372,In-depth Cultural,Luxury Golden Triangle - 7 Days," New Delhi, Agra, Jaipur ", 18 to 75 ,"Private, Fully Guided, Explorer, Christmas & New Year+2 more",Turban Adventures,7 days,850,113005
373,In-depth Cultural,Private Golden Triangle Tour with Udaipur from Delhi," New Delhi, Agra, Jaipur, Udaipur ", 1 to 90 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Raj Tour & Travel,8 days,533,116243
374,In-depth Cultural,Luxury Golden Triangle Tour with Udaipur & Varanasi," New Delhi, Agra, Taj Mahal, Fatehpur Sikri, Jaipur, Udaipur, Varanasi ", 1 to 80 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,10 days,"1,547",81104
375,Safari,Golden Triangle With Ranthambore," New Delhi, Agra, Ranthambore National Park, Jaipur ", 15 to 80 ,"Family, Private, Group, Fully Guided, Explorer, Christmas & New Year+3 more",K K Holidays N Vacations ,7 days,799,115754
376,In-depth Cultural,Blissful Kerala," Munnar, Thekkady, Alleppey, Kochi (Cochin) ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Kerala Holiday Club,5 days,237,162514
377,In-depth Cultural,India Golden Triangle Journey -  9 Days," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,861,193326
378,In-depth Cultural,Super Saver: Luxury India Golden Triangle Tour - 6 Days," New Delhi, Agra, Jaipur ", 15 to 90 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,6 days,738,191151
379,Explorer,Super Saver: Luxury India's Golden Triangle Tour With Yoga - 6 Days," New Delhi, Agra, Jaipur ", 15 to 99 ,"Family, Health, Spa & Wellness, Private, Partially Guided, Christmas & New Year+4 more",Amazing India Tours,6 days,676,191205
380,In-depth Cultural,India's Golden Triangle Tour With Goa Beaches - 11 Days," New Delhi, Agra, Jaipur, Goa ", 18 to 100 ,"Private, Partially Guided, Sightseeing, Christmas & New Year+2 more",Amazing India Tours,11 days,"1,598",191801
381,In-depth Cultural,Private Golden Triangle Tour  9 Days," New Delhi, Agra, Jaipur ", 18 to 100 ,"Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,615,189503
382,In-depth Cultural,India's Golden Triangle Tour with Shimla -  Toy Train," New Delhi, Agra, Jaipur, Shimla ", 15 to 90 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,983,185929
383,In-depth Cultural,India's Golden Triangle Tour With Goa -  9 Days," New Delhi, Agra, Jaipur, Goa ", 15 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,983,188504
384,In-depth Cultural,Private India's Golden Triangle Tour - 8 Days," New Delhi, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,8 days,922,191104
385,Explorer,Rajasthan Tour With Tigers - 11 days," New Delhi, Agra, Ranthambhore National Park, Jaipur, Udaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,11 days,983,188577
386,Explorer,8-Day Luxury Golden Triangle Tour with Royal Rajasthan," New Delhi, Agra, Jaipur, Pushkar, Jodhpur, Udaipur ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Taj Destination Tours ,8 days,"1,010",135639
387,In-depth Cultural,Golden Triangle with Tiger / 7 Nights / 4 Star Hotel with Breakfast / Private Transfer," New Delhi, Agra, Fatehpur Sikri, Ranthambore National Park, Jaipur ", 1 to 95 ,"Family, Private, Partially Guided, Sightseeing, Christmas & New Year+3 more",Go My Journey,8 days,840,188346
388,Explorer,Kerala Backwater Tour with Karnataka," Kochi (Cochin), Alleppey, Kumarakom, Periyar National Park, Munnar, Ooty, Mysuru, Hassan, Bangalore+2 more", 5 to 85 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",World Travel Experiences,14 days,"1,180",175679
389,In-depth Cultural,Golden Triangle Tour with Jodhpur and Udaipur," New Delhi, Agra, Jaipur, Jodhpur, Udaipur ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,9 days,838,81106
390,Active Adventure,Wildlife  Kanha & Bandhavgarh National Park Safari," Jabalpur, Kanha National Park, Bandhavgarh National Park ", 10 to 90 ,"Private, Group, Partially Guided, Christmas & New Year+2 more",Real viaggi india ,5 days,570,234229
391,In-depth Cultural,Best of North India Tour with Mumbai :- (Never miss It's a Essence of India)," New Delhi, Varanasi, Khajuraho, Agra, Jaipur, Jodhpur, Udaipur, Mumbai ", 1 to 99 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",Taj Holidays,16 days,"1,595",169841
392,In-depth Cultural,11 Days Golden Triangle with Varanasi and Village stay," New Delhi, Varanasi, Agra, Tordi, Jaipur ", 6 to 90 ,"Family, Group, Partially Guided, Christmas & New Year+2 more",Ghum India Ghum,11 days,536,158748
393,In-depth Cultural,Incredible India Himachal Tour -  10 Days," New Delhi, Shimla, Manali, Dharamsala, Amritsar ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,"1,229",191844
394,In-depth Cultural,India's Golden Triangle Tour - 5 Days," New Delhi, Agra, Jaipur ", 18 to 95 ,"Group, Partially Guided, Sightseeing, Christmas & New Year+2 more",Amazing India Tours,5 days,307,164319
395,In-depth Cultural,Budget Train Tour: 5 Days Golden Triangle Tour With 4 Night Accomodation," New Delhi, Agra, Jaipur ", 2 to 99 ,"Family, Private, Group, Partially Guided, Train & Rail, Christmas & New Year+3 more",Taj Destination Tours ,5 days,325,136331
396,In-depth Cultural,Hidden Gems of Rajasthan - (Off the Beaten Tracks)," New Delhi, Agra, Alwar, Shahpura, Jaipur, Deogarh, Udaipur ", 1 to 80 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,11 days,"2,399",80903
397,In-depth Cultural,Best of North Kerala," Kochi (Cochin), Wayanad Wildlife Sanctuary, Thalassery, Kozhikode ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,10 days,988,81273
398,In-depth Cultural,"Luxury Golden Triangle Tour with Jodhpur, Udaipur  & Mumbai"," New Delhi, Agra, Jaipur, Jodhpur, Udaipur, Mumbai ", 1 to 80 ,"Active Adventure, Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,11 days,"1,832",81373
399,In-depth Cultural,Highlights of Tamil Nadu - South India," Chennai (Madras), Mahabalipuram, Puducherry, Thanjavur, Trichy, Madurai ", 1 to 80 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,11 days,"1,113",103016
400,In-depth Cultural,3 Days Golden Triangle Tour India," New Delhi, Agra, Jaipur ", 1 to 99 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",Golden Triangle Tours Of India,3 days,299,113716
401,In-depth Cultural,India's Golden Triangle Tour with Kashmir - 10 Days," New Delhi, Jammu, Jaipur, Agra ", 15 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,738,188018
402,In-depth Cultural,India's Golden Triangle Tour with Chambal Wildlife Sanctuary -  7 Days," New Delhi, Agra, Bateshwar, Bharatpur, Jaipur ", 13 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,7 days,983,187996
403,In-depth Cultural,India's Golden Triangle Tour With Jaisalmer - Golden City -  9 Days," New Delhi, Agra, Jaipur, Jaisalmer ", 15 to 99 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,922,191803
404,In-depth Cultural,India's Private Golden Triangle Tour With South India - Mahabalipuram Temple 9 Days," New Delhi, Agra, Jaipur, Chennai (Madras) ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,9 days,983,191214
405,In-depth Cultural,India's Golden Triangle & Tigers - 8 Days," New Delhi, Jaipur, Ranthambore National Park, Agra ", 15 to 90 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,8 days,615,185719
406,In-depth Cultural,Colourful Rajasthan Tour - 10 Days," New Delhi, Agra, Jaipur, Jodhpur, Udaipur, Pushkar ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,10 days,922,187414
407,In-depth Cultural,India's Golden Triangle Tour With Bird Watching - 7 Days," New Delhi, Jaipur, Bharatpur, Agra ", 15 to 100 ,"Family, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,7 days,615,194065
408,Explorer,India Golden Triangle Tour with Haridwar & Rishikesh - Holy Ganges -  9 Days," New Delhi, Haridwar, Rishikesh, Agra, Jaipur ", 15 to 100 ,"Family, Private, Group, Partially Guided, Historical, Christmas & New Year+3 more",Amazing India Tours,9 days,922,186592
409,Wildlife,India's Golden Triangle Tour with Corbett National Park - 8 Days," New Delhi, Agra, Jaipur, Jim Corbett National Park ", 15 to 100 ,"Family, Group, Partially Guided, Christmas & New Year+2 more",Amazing India Tours,8 days,738,187991
410,In-depth Cultural,Golden Triangle Journey With Varanasi - 6 Days," New Delhi, Jaipur, Agra, Varanasi ", 15 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Amazing India Tours,6 days,430,193339
411,"Health, Spa & Wellness",India's Yoga and Mediation Tour With Taj Mahal - 11 Days," New Delhi, Haridwar, Rishikesh, Agra ", 15 to 100 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",Amazing India Tours,11 days,983,191750
412,In-depth Cultural,7 Days : Golden Triangle Tour Package," New Delhi, Agra, Fatehpur Sikri, Jaipur ", 18 to 80 ,"Custom, Private, Partially Guided, Christmas & New Year+2 more",ITS holidays,7 days,500,132604
413,In-depth Cultural,3 Days Guided Tour Delhi With Taj Mahal By Flight From Mumbai," Mumbai, New Delhi, Agra ", 1 to 90 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Taj tour trips,3 days,704,227192
414,Safari,Luxury Golden Triangle with Ranthambore Tour," New Delhi, Agra, Fatehpur Sikri, Ranthambore National Park, Jaipur ", 1 to 90 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Golden Triangle India Tours,9 days,"1,655",187425
415,In-depth Cultural,Mumbai and Goa with Golden Triangle," New Delhi, Agra, Jaipur, Mumbai, Goa ", 1 to 80 ,"Family, Private, Partially Guided, Historical, Christmas & New Year+3 more",GeTS Holidays,11 days,"1,365",81536
416,In-depth Cultural,Magical Kerala with Mumbai and Goa," Kochi (Cochin), Munnar, Periyar National Park, Alleppey, Mumbai, Goa ", 1 to 80 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",GeTS Holidays,11 days,"1,145",108085
417,In-depth Cultural,Himachal Tour with Amritsar & Dharamshala - 10 Days," New Delhi, Shimla, Manali, Dharamsala, Amritsar ", 1 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,10 days,533,143362
418,In-depth Cultural,Splendors of Kashmir," New Delhi, Srinagar, Pahalgam, Gulmarg, Sonamarg ", 10 to 70 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,9 days,"1,344",111993
419,Explorer,Luxury Kerala - 8 Days," Kochi (Cochin), Munnar, Thekkady, Kumarakom, Alleppey ", 1 to 80 ,"Family, Private, Partially Guided, In-depth Cultural, Christmas & New Year+3 more",GeTS Holidays,8 days,"1,571",102169
420,In-depth Cultural,Kashmir Extravaganza," New Delhi, Srinagar, Pahalgam, Gulmarg ", 10 to 70 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",GeTS Holidays,5 days,621,111998
421,Active Adventure,Golden Triangle and Lake City with Stay at Ancient fort," New Delhi, Agra, Jaipur, Udaipur ", 15 to 80 ,Christmas & New Year,K K Holidays N Vacations ,7 days,890,240262
422,In-depth Cultural,India's Tajmahal Tour with Culinary Experience - 07 Days," New Delhi, Agra, Jaipur ", 15 to 80 ,"Family, Private, Group, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",K K Holidays N Vacations ,7 days,489,138708
423,In-depth Cultural,Royal Rajasthan with Taj Mahal Tour," New Delhi, Agra, Jaipur, Chittorgarh, Udaipur, Ranakpur, Jodhpur, Osian, Jaisalmer, Bikaner, Mandawa+2 more", 18 to 85 ,"Private, Fully Guided, Explorer, Historical, Christmas & New Year+3 more",Swastik India Journeys,12 days,628,89395
424,In-depth Cultural,Golden Triangle with Udaipur," New Delhi, Agra, Jaipur, Pushkar, Udaipur ", 18 to 75 ,"Custom, Private, Partially Guided, Explorer, Christmas & New Year+3 more",Ghum India Ghum,8 days,599,113966
425,In-depth Cultural,Golden Triangle with Khajuraho and Varanasi," New Delhi, Jaipur, Agra, Orchha, Khajuraho, Varanasi ", 1 to 99 ,"Family, Group, Partially Guided, Christmas & New Year+2 more",Ghum India Ghum,10 days,890,113363
426,Explorer,Gems of Central India – An Unexplored Journey (HIDDEN TREASURES OF INDIA)," New Delhi, Gwalior, Orchha, Bhopal, Sanchi, Bhojpur, Indore, Mandu, Maheshwar ", 5 to 90 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",MTA Destination Experts,10 days,"1,165",200887
427,In-depth Cultural,Captivating Kerala - 7 days," Kochi (Cochin), Munnar, Alleppey, Kumarakom ", 18 to 70 ,"Group, Fully Guided, Explorer+1 more",On The Go Tours,7 days,790,8366
428,In-depth Cultural,Golden Triangle Tour 5 Days 4 Nights," New Delhi, Agra, Jaipur ", 15 to 90 ,"Family, Private, Partially Guided, Christmas & New Year+2 more",Perfect India Tour,5 days,945,167148
429,In-depth Cultural,Golden Triangle 5 Days Delhi Agra Jaipur Tour Package," New Delhi, Agra, Jaipur ", 2 to 90 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Companion Journey Private Limited,5 days,280,157943
430,In-depth Cultural,Golden Triangle Tours India Beach," New Delhi, Jaipur, Agra, Goa ", 10 to 80 ,"Beach, Family, Group, Partially Guided, Christmas & New Year+2 more",Royal Rajasthan Travels,10 days,520,140543
431,In-depth Cultural,Taj Tigers and The Pink City Tour of India," New Delhi, Jaipur, Ranthambore National Park, Fatehpur Sikri, Agra, Taj Mahal ", 1 to 80 ,"Family, Private, Partially Guided, Explorer, Christmas & New Year+3 more",Alkof Holidays,8 days,750,164325
432,Active Adventure,Shimla Manali Tour with Taj Mahal (Ex - Delhi)," New Delhi, Agra, Taj Mahal, Shimla, Kufri, Kullu, Manali, Rohtang La, Chandigarh ", 1 to 80 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Alkof Holidays,10 days,"1,500",159325
433,In-depth Cultural,4-Day Golden Triangle Tour to Agra and Jaipur from Delhi - 5 Star Hotels," Delhi, Agra, Taj Mahal, Abhaneri, Jaipur ", 1 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Imperial Holidays,4 days,351,229663
